Name,Type
Camaraue Rouge,Red
Couxo,Red
Gros Noir,Red
Kamarau,Red
Mehrfarbiger Camarau,Red
Moustardet,Red
Plant Sauvage,Red
Sparse Menue,Red
Camarate,Red
Camarate Tinto,Red
Bairrada,Red
Caccalho,Red
Cascalho,Red
Casculho,Red
Castelao,Red
Castelao Da Bairrada,Red
Castelao De Nosso,Red
Castelao Do Nosso,Red
Castelao Nacional,Red
Castelao Nosso,Red
Maroto,Red
Morete,Red
Moreto,Red
Moreto De Soure,Red
Moreto Do Douro,Red
Mortagua,Red
Mortagua De Vide Preta,Red
Mouro Negro,Red
Mureto,Red
Negro Mouro,Red
Negru Mouro,Red
Camarese,Red
Brun Argente,Red
Arzhente,Red
Bakarezo,Red
Bryun,Red
Camarese,Red
Camareze,Red
Camarezo,Red
Cameres Du Gard,Red
Kamaredyu Gard,Red
Kamarez,Red
Madeleine,Red
Vacarese,Red
Vacareze Blanc,Red
Vaccarese,Red
Vaccareso,Red
Vaccareze,Red
Vakarez,Red
Campbell Early,Red
Campbell,Red
Campbell'S Early,Red
Champbell Early,Red
Early Campbell,Red
Island Belle,Red
Canaiolo Nero,Red
Caccione Nero,Red
Cacciuna Nera,Red
Cagnina,Red
Calabrese,Red
Canaiola,Red
Canaiolo,Red
Canaiolo Borghese,Red
Canaiolo Cascolo,Red
Canaiolo Colore,Red
Canaiolo Grosso,Red
Canaiolo Nero A Raspo Rosso,Red
Canaiolo Nero Comune,Red
Canaiolo Nero Grosso,Red
Canaiolo Nero Minuto,Red
Canaiolo Pratese,Red
Canaiolo Romano,Red
Canaiolo Rosso Piccolo,Red
Canaiolo Toscano,Red
Canaiuola,Red
Canaiuolo,Red
Canajola Lastri,Red
Canajolo,Red
Canajolo Lastri,Red
Canajolo Nero Grosso,Red
Canajolo Piccolo,Red
Canajuola,Red
Canajuolo Nero Comune,Red
Canina,Red
Cannaiola,Red
Cannaiola Di Marta,Red
Cannaiola Macchie Di Marta,Red
Cannajola,Red
Colore,Red
Colore Canino,Red
San Giovese,Red
Tindillaro,Red
Tindilloro,Red
Uva Canaiolo,Red
Uva Canajola,Red
Uva Canajuola,Red
Uva Canina,Red
Uva Colore Canaiola,Red
Uva Dei Cani,Red
Uva Donna,Red
Uva Fosca,Red
Uva Grossa,Red
Uva Marchigiana,Red
Uva Merla,Red
Vitis Vinifera Etrusca,Red
Canari Noir,Red
Balza,Red
Batista,Red
Blanchette Rouge,Red
Blanquette Rouge,Red
Boudales,Red
Bourgogne,Red
Caillaba,Red
Canari,Red
Canaril,Red
Canarill,Red
Carcasses,Red
Cargo Nalt,Red
Cargonalt,Red
Chalosse Noire,Red
Cot A Queue Verte,Red
Cot Vert Du Saumurois,Red
Cotes Vertes,Red
Enfin,Red
Errone De Grolleau,Red
Esquisse Braguette,Red
Folle Noir De La Vienne,Red
Folle Noire,Red
Gamay De Malain,Red
Gamay Malain,Red
Grosse Negrette,Red
Luverdon,Red
Oeil De Chope,Red
Ondane,Red
Ondenc Noir,Red
Pinot Gris,Red
Pinot Gris Mendoza,Red
Saint Helene,Red
Sainte-Helene,Red
Semis Rouge,Red
Ugne Noir,Red
Ugne Noire,Red
Canina Nera,Red
Canena,Red
Canina,Red
Canina Crossa,Red
Canina Dal Raspo,Red
Canina Di Forli,Red
Canina Di Lugo,Red
Canina Di Ravenna,Red
Canina Picola Lunga,Red
Cannina,Red
Uva Canina,Red
Cannamela,Red
Carcajolo Nero,Red
Parraleta,Red
Bariadorgia,Red
Bastardo,Red
Bombedra,Red
Bomogastro,Red
Bomvedro,Red
Bonifacienco,Red
Bonifazino,Red
Bonvedro,Red
Bunifazinu,Red
Cacagliola,Red
Carcaghjoliu Neru,Red
Carcaghjolu Neru,Red
Carcagiola,Red
Carcajiola,Red
Carcajola Noir,Red
Carcajolo,Red
Carcajolo Nero,Red
Carcajolo Noir,Red
Cargajola,Red
Caricagiola,Red
Espagnin,Red
Espagnin Noir,Red
False Carignan,Red
Lambrusco De Alentejo,Red
Marota,Red
Monvedro,Red
Monvedro,Red
Monvedro De Sines,Red
Monvedro Tinto,Red
Morteira,Red
Murteira,Red
Paraletta,Red
Parralada,Red
Parraleta,Red
Parreleta,Red
Pau Ferro,Red
Ribote,Red
Ribote,Red
Salceno Negro,Red
Tinta Caiada,Red
Tinta Da Lameira,Red
Tinta Do Lameiro,Red
Tinta Lameira,Red
Tinta Murteira,Red
Tintorro,Red
Torres D'Algarve,Red
Caricagiola,Red
Bonifaccenco,Red
Bonifacenco,Red
Bonifacengo,Red
Bonifazina,Red
Bonifazino,Red
Carajolo Noir,Red
Carcaghjolu,Red
Carcagiola,Red
Carcajola,Red
Cargajola,Red
Caricagliola,Red
Carjcagiola,Red
Carricadolza,Red
Garricadolza,Red
Carignan,Red
Carignan Noir,Red
Axina De Spagna,Red
Babonenc,Red
Babounenc,Red
Blaue Shopatna,Red
Blaue Sopatna,Red
Blauer Carignan,Red
Blauer Carignant,Red
Boi Dur,Red
Bois De Fer,Red
Bois Dur,Red
Bois Dure,Red
Bovale Grande,Red
Bovale Grande Di Spagna,Red
Bove Duro,Red
Bove Duro Di Spagna,Red
Cafalan,Red
Cagnolaro,Red
Cagnolaro Tinto,Red
Calignan,Red
Carignan Crni,Red
Carignan Frances,Red
Carignan Mouillan,Red
Carignane,Red
Carignane Mouilla,Red
Carignane Noir,Red
Carignane Noire,Red
Carignane Violette,Red
Carignanne,Red
Carignano,Red
Carignano Di Carmignano,Red
Carignena,Red
Carinena,Red
Carinena Mazuela,Red
Carinena Negra,Red
Catalan,Red
Cencibel,Red
Crignane,Red
Crinana,Red
Crujillon,Red
Crusillo,Red
Girard,Red
Girarde,Red
Grenache Du Bois,Red
Grenache Du Bois Dur,Red
Karignan,Red
Karinian,Red
Karinjan,Red
Karinyan,Red
Kek Carignan,Red
Legno Duro,Red
Legno Duro Di Portoferraio,Red
Manuelo Tinto,Red
Manzuela,Red
Marocain,Red
Mataro,Red
Mazuela,Red
Mazuelo,Red
Mollard,Red
Monestel,Red
Mounesteou,Red
Pinot D'Evora,Red
Pinot Evara,Red
Plant D'Espagne,Red
Plant De Ledenon,Red
Pokovec,Red
Pokovez,Red
Roussillonen,Red
Samso,Red
Samso Crusillo,Red
Sanso,Red
Sopatna Blau,Red
Tinto Mazuela,Red
Uva Di Spagna,Red
Carinena,Red
Carignan Noir,Red
Axina De Spagna,Red
Babonenc,Red
Babounenc,Red
Blaue Shopatna,Red
Blaue Sopatna,Red
Blauer Carignan,Red
Blauer Carignant,Red
Boi Dur,Red
Bois De Fer,Red
Bois Dur,Red
Bois Dure,Red
Bovale Grande,Red
Bovale Grande Di Spagna,Red
Bove Duro,Red
Bove Duro Di Spagna,Red
Cafalan,Red
Cagnolaro,Red
Cagnolaro Tinto,Red
Calignan,Red
Carignan,Red
Carignan Crni,Red
Carignan Frances,Red
Carignan Mouillan,Red
Carignane,Red
Carignane Mouilla,Red
Carignane Noir,Red
Carignane Noire,Red
Carignane Violette,Red
Carignanne,Red
Carignano,Red
Carignano Di Carmignano,Red
Carignena,Red
Carinena,Red
Carinena Mazuela,Red
Carinena Negra,Red
Catalan,Red
Cencibel,Red
Crignane,Red
Crinana,Red
Crujillon,Red
Crusillo,Red
Girard,Red
Girarde,Red
Grenache Du Bois,Red
Grenache Du Bois Dur,Red
Karignan,Red
Karinian,Red
Karinjan,Red
Karinyan,Red
Kek Carignan,Red
Legno Duro,Red
Legno Duro Di Portoferraio,Red
Manuelo Tinto,Red
Manzuela,Red
Marocain,Red
Mataro,Red
Mazuela,Red
Mazuelo,Red
Mollard,Red
Monestel,Red
Mounesteou,Red
Pinot D'Evora,Red
Pinot Evara,Red
Plant D'Espagne,Red
Plant De Ledenon,Red
Pokovec,Red
Pokovez,Red
Roussillonen,Red
Samso,Red
Samso Crusillo,Red
Sanso,Red
Sopatna Blau,Red
Tinto Mazuela,Red
Uva Di Spagna,Red
Carménère,Red
Bordo,Red
Bouton Blanc,Red
Caberne Karmener,Red
Cabernella,Red
Cabernelle,Red
Cabernet,Red
Cabernet Carmenere,Red
Cabernet Cosmo,Red
Cabernet Gernicht,Red
Cabernet Gernischet,Red
Cabernet Gernischt,Red
Cabernet Gerniseht,Red
Cabernet Grande,Red
Cabernet Grosso,Red
Cabernet Italico,Red
Cabernet Shelongzhu,Red
Carbonet,Red
Carbouet,Red
Caremenelle,Red
Carmenea,Red
Carmenegre,Red
Carmenelle,Red
Carmeneyre,Red
Gran Vidyur,Red
Grand Carmenet,Red
Grand Vidure,Red
Grande Vidure,Red
Grande Vuidure,Red
Grosse Vidure,Red
Kaberne,Red
Kaberne Karmener,Red
Kabernel,Red
Karmene,Red
Karmensel,Red
Uva Francesca,Red
Carmine,Red
Carminoir,Red
Carnelian,Red
Carrasquin,Red
Carrasco,Red
Carrasco Negro,Red
Casavecchia,Red
Cascade,Red
Seibel,Red
Casculho,Red
Cascudo,Red
Casetta,Red
Lambrusco A Foglia Tonda,Red
Lambrusco Casetta,Red
Maranela,Red
Castagnara,Red
Castgnarella,Red
S Maria,Red
Santa Maria,Red
Santa Maria Nera,Red
Sarnese,Red
Scassacaretta Nera,Red
Castelão,Red
Bastardo Castico,Red
Bastardo Espanhol,Red
Castelana,Red
Castelao Frances,Red
Castelao Real,Red
Casteleao,Red
Castellam,Red
Castellao,Red
Castellao Portugues,Red
Castico,Red
Joao De Periquita,Red
Joao De Santarem,Red
Joao De Santarem Tinto,Red
Joao Mendes,Red
Joao Pinto Mendes,Red
Joao Santarem,Red
Lariao Preto,Red
Mortagua,Red
Mortagua De Vide Branca,Red
Olho De Lebre,Red
Perikvita,Red
Periquita,Red
Piriquita,Red
Piriquito,Red
Pirriquita,Red
Santarem,Red
Santarem Tinto,Red
Castets,Red
Castet,Red
Engrunat,Red
Gros Machouquet,Red
Gros Verdau,Red
Machoupet,Red
Machouquet,Red
Matioupet,Red
Matiouquet,Red
Nicouleau,Red
Castiglione,Red
Alicante Barletta,Red
Castigliono,Red
Castigliono Nero,Red
Mantonico Nero,Red
Marchesana,Red
Sagarese,Red
Zagarese,Red
Zagarese Nero,Red
Zagarolese,Red
Zuccheio Canella,Red
Zucchero E Cannella,Red
Zucchero Et Cannella,Red
Catalanesca,Red
Catalensca Nera,Red
Katalaneska,Red
Catanese Nero,Red
Kaleo,Red
Vespalora,Red
Vesparola,Red
Cavrara,Red
Bassanese Dal Peduncolo Rosso,Red
Caprara,Red
Cavarada,Red
Cavarara,Red
Centesimino,Red
Alicante Del Faentino,Red
Sauvignon Rosso,Red
Savignon Rosso,Red
Centurian,Red
Centurion,Red
Cereza,Red
Ceresa,Red
Ceresina,Red
Cereza Italiana,Red
Cerise,Red
Chereza,Red
Cesanese,Red
Cesanese Comune,Red
Bambino,Red
Bombino Nero,Red
Bonvino Nero,Red
Cesanese,Red
Cesanese Ad Acino Grosso,Red
Cesanese Di Affile,Red
Cesanese Velletrano,Red
Cezanese Nero,Red
Ferrigno Nero,Red
Mangiatoria,Red
Nero Ferrigno,Red
Sancinella,Red
Sanginella,Red
Sanguinella,Red
Uva Di Affile,Red
César,Red
Ceear,Red
Ceelar,Red
Celar,Red
Gros Monsieur,Red
Gros Noir,Red
Picargneau,Red
Picargniol,Red
Picargniot,Red
Picarniau,Red
Picorneau,Red
Roemer,Red
Romain,Red
Romano,Red
Roncain,Red
Cevat Kara,Red
Dzhevat Kara,Red
Cevat Kara,Red
Djevat Kara,Red
Dshevat Kara,Red
Jewath,Red
Polkovnik Kara,Red
Chambourcin,Red
Joanneseyve,Red
Chambourcine,Red
JS,Red
Joannes Seyve,Red
John Saym,Red
Shambursen,Red
Zhoan Seiv,Red
Charbono,Red
"France:
Corbeau",Red
Alcantino,Red
Aleante,Red
Bathiolin,Red
Batiolin,Red
Blaue Gansfuesser,Red
Bonarda,Red
Bourdon Noir,Red
Carbonneau,Red
Charbonneau,Red
Charbono,Red
Corbeau,Red
Corbeau Noir,Red
Cot Merille,Red
Cot Rouge Merille,Red
Cote Rouge,Red
Dolcetto Grosso,Red
Dolutz,Red
Douce Noire,Red
Folle Noire D L'Ariege,Red
Gansfuesser Blaue,Red
Grenoblois,Red
Korbo,Red
Mauvais Noir,Red
Ocanette,Red
Picot Rouge,Red
Plant De Calarin,Red
Plant De Montmelian,Red
Plant De Montmelion,Red
Plant De Savoie,Red
Plant De Turin,Red
Plant Noir,Red
Serbina,Red
Sevilhao,Red
Turca,Red
Turin,Red
"Turino
Italy:
Acqui",Red
Barbirono,Red
Bathiolin,Red
Batialin,Red
Beina,Red
Bignola,Red
Bignona,Red
Bignonia,Red
Bignonina,Red
Bourdon Noir,Red
Cassolo,Red
Charbonneau,Red
Charbono,Red
Chasselas Noir,Red
Cote Rouge Merille,Red
Crete De Coq,Red
Debili Rifosk,Red
Dolcedo Rotstieliger,Red
Dolceto,Red
Dolcetta Nera,Red
Dolcetto A Raspe Verde,Red
Dolcetto A Raspo Rosso,Red
Dolcetto Crni,Red
Dolcetto Nero,Red
Dolcetto Piemontese,Red
Dolchetto,Red
Dolcino Nero,Red
Dolciut,Red
Dolsin,Red
Dolsin Raro,Red
Dolzin,Red
Dolzino,Red
Dosset,Red
Gros Noir De Montelimar,Red
Gros Plant,Red
Maennlicher Refosco,Red
Mauvais Noir,Red
Montelimar,Red
Monteuse,Red
Montmelian,Red
Mosciolino,Red
Nera Dolce,Red
Nibieu,Red
Nibio,Red
Noirin D'Espagne,Red
Nord Du Lot Et Garonne,Red
Ocanette,Red
Orincasca,Red
Ormeasca,Red
Ormeasco,Red
Picot Rouge,Red
Plant De Calarin,Red
Plant De Chapareillan,Red
Plant De Moirans,Red
Plant De Montmelian,Red
Plant De Provence,Red
Plant De Savoie,Red
Plant De Turin,Red
Plant Du Roi,Red
Premasto,Red
Primaticcio,Red
Promotico,Red
Provençal,Red
Ravanellino,Red
Refork,Red
Refork Debeli,Red
Refork Male,Red
Refosk Debeli,Red
Rotstieliger Dolcedo,Red
Savoyard,Red
Turin,Red
Turino,Red
Uva D'Acqui,Red
Uva D'Acquia,Red
Uva Del Monferrato,Red
Uva Di Ovada,Red
Uva Di Roccagrimalda,Red
Chancellor,Red
Charentsi,Red
Chatus,Red
Bolgnino,Red
Bourgnin,Red
Brachet,Red
Brunetta,Red
Burgnin,Red
Carbesse,Red
Chanu,Red
Chany,Red
Charagnot,Red
Charamiot,Red
Chatelos,Red
Chatelus,Red
Chatos,Red
Chatut,Red
Chenu,Red
Corbeil,Red
Corbel,Red
Corbelle,Red
Corbes,Red
Corbesse,Red
Courbet,Red
Gros Chenu,Red
Houron,Red
Korbel,Red
Korbess,Red
Mauvais Noir,Red
Mouraud,Red
Mouret,Red
Mourre,Red
Nebbiolo Di Dronero,Red
Nebbiolo Dronero,Red
Nebbiolo Pairole,Red
Neiret,Red
Neiret Pinerolese,Red
Neretto,Red
Ouron,Red
Persagne Gamay,Red
Scarlattin,Red
Shatu,Red
Shenyu,Red
Siramuse,Red
Syramhuse,Red
Syramuse,Red
Ver Shenyu,Red
Vert Chenu,Red
Chelois,Red
Chenanson,Red
Chenancon,Red
Chenason,Red
Pineau Gros,Red
Shenanson,Red
Vaalblaar Stein,Red
Chichaud,Red
Brunet,Red
Chicaud,Red
Chichaud Noir,Red
Cico,Red
Tsintsao,Red
Tsintsau,Red
Chidiriotiko,Red
Kalloniatiko,Red
Chisago,Red
Chkhaveri,Red
Chhaveri,Red
Chkhaveli,Red
Chkhavery,Red
Cxaveri,Red
Riqintuli,Red
Samchkhavera,Red
Tchkhaveli,Red
Tchkhaveri,Red
Tsivtchkhavera,Red
Chondromavro,Red
Chondromavrouda,Red
Chondromavroudi,Red
Chondromavroudo,Red
Khondromavroud,Red
Khondromavroudi,Red
Cianorie,Red
Canore,Red
Canorie,Red
Chianorie,Red
Cianoria,Red
Cjanorie,Red
Rossarie,Red
Vinosa,Red
Cienna,Red
Ciliegiolo,Red
Albana Nera,Red
Aleatico Di Spagna,Red
Brunellone,Red
Canaiolo Romano,Red
Ciliegino,Red
Ciliegiolo Di Spagna,Red
Ciliegiolo Nero,Red
Ciliegiona Nera,Red
Ciliegioulo Nero,Red
Ciliegiulo,Red
Ciliegiuolo,Red
Ciligiolo Nero,Red
Ciriegiuolo Dolce,Red
Criminese,Red
Mazzese,Red
Riminese,Red
Riminese Ad Uva Rossa,Red
Riminese Di Color Rubino Di Potercole,Red
Riminese Nero,Red
Riminese Noire,Red
Sangiovese Polveroso,Red
Sangiovese Polveroso Bonechi,Red
Cinsaut,Red
Black Malvoisie,Red
Black Prince,Red
Blue Imperial,Red
Boudales,Red
Bourdales,Red
Bourdales Kek,Red
Bourdelas,Red
Budales,Red
Calibre,Red
Chainette,Red
Cincout,Red
Cing-Saou,Red
Cinq-Sao,Red
Cinq-Saou,Red
Cinq-Saut,Red
Cinqsaut,Red
Cinquien,Red
Cinsanet,Red
Cinsault,Red
Cinsaut Couche,Red
Cubilier,Red
Cubillier,Red
Cuviller,Red
Cuvillier,Red
Espagne,Red
Espagnen,Red
Espagnin Noir,Red
Espagnol,Red
Froutignan,Red
Grappu De La Dordogne,Red
Grecau,Red
Grecu Masculinu,Red
Gros De Lacaze,Red
Gros Marocain,Red
Hermitage,Red
Imperial Blue,Red
Kara,Red
Kara Takopoulo,Red
Madiran,Red
Madiran Du Portugal,Red
Malaga,Red
Malaga Kek,Red
Malvoise,Red
Marocain,Red
Marroquin,Red
Marrouquin,Red
Maurange,Red
Mavro Kara,Red
Mavro Kara Melkii,Red
Milhau,Red
Milhaud Du Pradel,Red
Morterille,Red
Morterille Noire,Red
Moustardier Noir,Red
Navarro,Red
Negru De Sarichioi,Red
Oeillade,Red
Oeillade Noir,Red
Ottavianello,Red
Ottaviano,Red
Ottavianuccia,Red
Ottavinello,Red
Pampous,Red
Papadou,Red
Passerille,Red
Passerille Senso,Red
Pedaire,Red
Petaire,Red
Picardan,Red
Picardan Noir,Red
Piede Di Colombo,Red
Piede Di Palumbo,Red
Piede Rosso,Red
Piqepoul,Red
Piquepoul D'Uzes,Red
Pis De Chevre,Red
Pis De Chevre Rouge,Red
Plant D Arles Boudales,Red
Plant D'Arles,Red
Plant De Broqui,Red
Plant De Broquies,Red
Poupe De Crabe,Red
Poupo De Crabe,Red
Poupo De Crabo,Red
Pousse De Chevre,Red
Pousse De Chevre Rouge,Red
Prunaley,Red
Prunelard,Red
Prunelas,Red
Prunelat,Red
Prunella,Red
Prunellas,Red
Prunellas Noir,Red
S Saul,Red
Salerne,Red
Samso,Red
Samson,Red
Sao Saul,Red
Senso,Red
Sensu,Red
Sinseur,Red
Sinso,Red
Sinson,Red
Strum,Red
Takopulo Kara,Red
Ulliade,Red
Ulliaou,Red
Uva Spina,Red
West'S White Prolific,Red
Colombana nera,Red
Colorino,Red
Complexa,Red
Cornalin see Rouge du Pays,Red
Cornifesto,Red
Corvina,Red
Corvinone,Red
Counoise,Red
Croatina,Red
Darnekuša,Red
Dobričić,Red
Dolcetto,Red
Domina,Red
Dornfelder,Red
Douce noir,Red
Charbono,Red
Bonarda,Red
Turca,Red
Douce Noire grise,Red
Dunkelfelder,Red
Duras,Red
Dureza,Red
Durif,Red
Petite Sirah,Red
Ederena,Red
Enfariné noir,Red
Espadeiro,Red
Étraire,Red
Fer,Red
Ferrón,Red
Fetească neagră,Red
Forcallat tinta,Red
Fortana,Red
Frappato,Red
Freisa,Red
Frühroter Veltliner,Red
Fumin,Red
Gaglioppo,Red
Gamashara,Red
Gamay,Red
Gamay noir,Red
Gamaret,Red
Garanoir,Red
Garnatxa,Red
Grenache,Red
Garnacha,Red
Cannonau,Red
Lladoner Pelut,Red
Lledoner Pelut,Red
Garró,Red
Barillol,Red
Galmeta,Red
Galmete,Red
Mandó,Red
Mandón,Red
Morenillo,Red
Valenciana Tinta,Red
Ġellewża,Red
Gelleuza,Red
Girò,Red
Gouget noir,Red
Graciano,Red
Bastardo Nero,Red
Bois Dur,Red
Bordelais,Red
Cagliunari,Red
Cagnonale,Red
Cagnovali Nero,Red
Cagnulari,Red
Cagnulari Bastardo,Red
Cagnulari Sardo,Red
Cagnulatu,Red
Caldareddu,Red
Caldarello,Red
Cargo Muol,Red
Courouillade,Red
Courouillade,Red
Couthurier,Red
Drug,Red
Graciana,Red
Graciano Tinto,Red
Grosse Negrette,Red
Jerusano,Red
Karis,Red
Marastel,Red
Matarou,Red
Minostello,Red
Minustello,Red
Monastel,Red
Monestaou,Red
Morastel,Red
Morestel,Red
Morrastel,Red
Mourastel,Red
Perpignan,Red
Perpignanou Bois Dur,Red
Plant De Ledenon,Red
Tinta Do Padre Antonio,Red
Tinta Miuda,Red
Tintilla,Red
Uva Cagnelata,Red
Xeres,Red
Xerez,Red
Zinzillosa,Red
Cendrón,Red
Tanat Gris,Red
Tintilla de Rota,Red
Grand noir de la Calmette,Red
Grisa nera,Red
Greco nero,Red
Grignolino,Red
Gropello,Red
Grolleau,Red
Groslot,Red
Gros Verdot,Red
Gueuche noir,Red
Helfensteiner,Red
Heroldrebe,Red
Hondarribi Beltza,Red
Hron,Red
Humagne Rouge,Red
Cornalin d'Aoste,Red
Joubertin,Red
Jaubertin,Red
Juan García,Red
Jurancon noir,Red
Kadarka,Red
Kakhet,Red
Kalecik Karasi,Red
Kindzmarauli,Red
Saperavi,Red
Kotsifali,Red
Krasnostop Zolotovsky,Red
Krasnostop,Red
Krasnostop Anapsky,Red
Kratosija,Red
Lacrima di Morro,Red
Lacrima nera,Red
Lagrein,Red
Lambrusco,Red
Liatiko,Red
Limnio,Red
Listan negro,Red
Loureira Tinta,Red
Loureiro Tinto,Red
Madrasa,Red
Matrassa,Red
Magarach Bastardo,Red
Bastardo Magarach,Red
Magaratch Ruby,Red
Magarach Ruby,Red
Magliocco Canino,Red
Maiolica,Red
Magliocco Dolce,Red
Marsigliana nera,Red
Magyarfrankos,Red
Malbec,Red
Auxerrois,Red
Cot,Red
Malvasia di Schierano,Red
Malvasia nera,Red
Mammolo,Red
Mandelaria,Red
Mandelari,Red
Amorghiano,Red
Mandolari,Red
Manseng noir,Red
Manto negro,Red
Mara,Red
Maratheftiko,Red
Marselan,Red
Marsigliana,Red
Marzemino,Red
Mauzac noir,Red
Mavro,Red
Mavrodafni,Red
Mavrodaphne,Red
Mavrud,Red
Mavroudi,Red
Mayorquin,Red
Meghrabujr,Red
Melnik,Red
Mencía,Red
Jaén colorado,Red
Merenzao,Red
Merille,Red
Merlot,Red
Milgranet,Red
Millot,Red
Léon Millot,Red
Mission,Red
Molinara,Red
Mondeuse,Red
Monica,Red
Montepulciano,Red
Montù,Red
Montuni,Red
Moreto,Red
Moristel,Red
Concejón,Red
Juán Ibáñez,Red
Miguel de Arcos and Miguel del Arco,Red
Mornen noir,Red
Morrastel Bouschet,Red
Mourisco tinto,Red
Mourvèdre,Red
Monastrell,Red
Mataro,Red
Rossola nera,Red
Garrut,Red
Mouyssaguès,Red
Mtevandidi,Red
Mujuretuli,Red
Muscardin,Red
Muscat Bouschet,Red
Muscat Hamburg,Red
Nebbiolo,Red
Negoska,Red
Negrara,Red
Négrette,Red
Pinot St George,Red
Negroamaro,Red
Negru de Dragasani,Red
Nerkarat,Red
Nero Buono di Cori,Red
Nero d'Avola,Red
Nerello Mascalese,Red
Nerello Cappuccio,Red
Neretto di Bairo,Red
Neyret,Red
Nielluccio,Red
Ninčuša,Red
Nocera,Red
Notardomenico,Red
Oeillade noire,Red
Ojaleshi,Red
Öküzgözü,Red
Oseleta,Red
Pais,Red
Pallagrello nero,Red
Pamid,Red
Pascale di Cagliari,Red
Pelaverga,Red
Peloursin,Red
Perdal,Red
Perricone,Red
Guarnaccia,Red
Persan,Red
Petit Bouschet,Red
Petit Rouge,Red
Petit Verdot,Red
Piccola nera,Red
Piedirosso,Red
Pignerol,Red
Pignola Valtellinese,Red
Pignolo,Red
Pineau d'Aunis,Red
Pinot Meunier,Red
Schwarzriesling,Red
Müllerebe,Red
Pinot noir,Red
Spätburgunder,Red
Blauburgunder,Red
Pinot nero,Red
Pinotage,Red
Piquepoul noir,Red
Plassa,Red
Plavina,Red
Brajda Mala,Red
Brajdica,Red
Bratkovina,Red
Jurkovica,Red
Marasovka,Red
Modrulj,Red
Plavac Plavina,Red
Plavinac,Red
Plavina Mala,Red
Plavina Sitnah,Red
Plavina Velka,Red
Plavka,Red
Plavka Mala,Red
Velika Plavka,Red
Pollera nera,Red
Portan,Red
Poulsard,Red
Plousard,Red
Prieto Picudo,Red
Prokupac,Red
Raboso,Red
Ramisco,Red
Reberger,Red
Refosco,Red
Refošk,Red
Teran,Red
Rimava,Red
Roesler,Red
Rondinella,Red
Rossese,Red
Rossignola,Red
Rossolino nero,Red
Rotberger,Red
Rouchet,Red
Ruché,Red
Roche,Red
Rubintos,Red
Ruby Cabernet,Red
Ruby Chablais,Red
Ruby Chablis,Red
Rufete,Red
Tinta Pinheira,Red
Tinta Carvalha,Red
Rufeta,Red
Sagrantino,Red
Sangiovese,Red
San Giuseppe nero,Red
Saperavi,Red
Schiava,Red
Trollinger,Red
Schioppettino,Red
Schönburger,Red
Sciacarello,Red
Sciascinoso,Red
Olivella nera,Red
Segalin,Red
Ségalin,Red
Servanin,Red
Sgaretta,Red
Sgavetta,Red
Shiraz,Red
Syrah,Red
Shiroka Melnishka Losa,Red
Melnik,Red
Sousão,Red
Souzão,Red
Sousón,Red
St Laurent,Red
Svatovavrinecke,Red
Saint-Macaire,Red
Sumoll,Red
Sumoll negro,Red
Sumoll tinto,Red
Vijariego negra,Red
Verijariego negra,Red
Vijariego Negro,Red
Susumaniello,Red
Tannat,Red
Tarrango,Red
Tazzelenghe,Red
Tempranillo,Red
Aragónez,Red
Tinta Roriz,Red
Ull de Llebre,Red
Cencibel,Red
Tinta del Pais,Red
Albillo negro,Red
Aldepenas,Red
Aragon,Red
Aragones,Red
Aragonez,Red
Aragónez,Red
Aragonez da ferra,Red
Aragonez de elvas,Red
Arauxa,Red
Arganda,Red
Arinto tinto,Red
Cencibal,Red
Cencibel,Red
Cencibera,Red
Chinchillana,Red
Chinchillano,Red
Chinchilyano,Red
Crujidera,Red
Cupani,Red
De por aca,Red
Escobera,Red
Garnacho fono,Red
Grenache de logrono,Red
Jacibera,Red
Jacibiera,Red
Jacivera,Red
Juan garcia,Red
Negra de mesa,Red
Negretto,Red
Ojo de liebre,Red
Olho de lebre,Red
Palomino negro,Red
Pinuela,Red
Roriz,Red
Sensibel,Red
Tempranilla,Red
Tempranillo crni,Red
Tempranillo de la rioja,Red
Tempranillo de perralta,Red
Tempranillo de rioja,Red
Tempranillo de rioza,Red
Tempranillo rioja,Red
Tinta aragones,Red
Tinta corriente,Red
Tinta de madrid,Red
Tinta de santiago,Red
Tinta de toro,Red
Tinta del pais,Red
Tinta do inacio,Red
Tinta do pais,Red
Tinta fina,Red
Tinta madrid,Red
Tinta monteira,Red
Tinta monteiro,Red
Tinta roris,Red
Tinta roriz,Red
Tinta santiago,Red
Tinto aragon,Red
Tinto aragones,Red
Tinto aragonez,Red
Tinto de la ribera,Red
Tinto de madrid,Red
Tinto de rioja,Red
Tinto de toro,Red
Tinto del pais,Red
Tinto del toro,Red
Tinto fino,Red
Tinto fino de Madrid,Red
Tinto madrid,Red
Tinto pais,Red
Tinto ribiera,Red
Tinto riojano,Red
Tinto tempranillo,Red
Ull de liebre,Red
Ull de llebre,Red
Valdepenas,Red
Verdiell,Red
Vid de aranda,Red
Teran,Red
Termarina rossa,Red
Teroldego,Red
Teroldego Rotaliano,Red
Terret noir,Red
Thiniatiko,Red
Tibouren,Red
Tinta Amarela,Red
Tinta Barroca,Red
Tinta Caiada,Red
Tinta Carvalha,Red
Tinta Francisca,Red
Tinta Madeira,Red
Tinta Miuda,Red
Tinta Negra Mole,Red
