Name,Type
Garnaccia,White
Granazza,White
Moranina,White
Varnaccia,White
Vernaccia,White
Vernaccia Austera,White
Vernaccia bianca,White
Vernaccia Orosei,White
Vernaccia S Rosalia,White
Vernaccia San Rosalia,White
Vernaccia di S Vero Milis,White
Vernaccia di San Vero Milis and Vernaccia di Solarussa,White
Veroga,White
Versoaln,White
Versailler,White
Versoaler,White
Weiss Versoalen and Weisser Versailler,White
Vespaiola,White
Bresparola,White
Bresparola Bianca,White
Orisi bianca,White
Uva Vespera,White
Vespaia,White
Vespaiolo,White
Vespajola,White
Vespajuola Di Bassano,White
Vesparola,White
and Vespera,White
Vidiano,White
Avidiano and Abudiano,White
Vilana,White
Belana and Velana,White
Vinhao,White
Viognier,White
Bergeron,White
Barbin,White
Rebolot,White
Greffou,White
Picotin Blanc,White
Vionnier,White
Petiti Vionnier,White
Viogne,White
Galopine,White
Vugava bijela,White
Viosinho,White
Vital,White
Boal Bonifacio,White
Malvazia Corada,White
Malvasia Fina de Douro,White
Malvasia Fina do Douro and Malvasia ou Malvazia,White
Vitovska,White
Voskehat,White
Vugava,White
Weldra,White
Welschriesling,White
Riesling Italico,White
Olaszrizling,White
Lazki Rizling,White
Graševina,White
Aminea Gemela,White
Biela Sladka,White
Bielasladka Grasica,White
Glasica,White
Grasavina Talijanska,White
Grasevina,White
Graševina,White
Grasica,White
Groshevina,White
Italianski Rizling,White
Laški Rizling,White
Nemes Olasz Rizling,White
Olaszrizling,White
Olasz Rizling,White
Petit Riesling,White
Petracine,White
Rakusky Rizling,White
Riesler,White
Riesli,White
Riesling,White
Riesling Italian,White
Riesling Italico,White
Risling Italyanskii,White
Risling Vlashskii,White
Rismi,White
Rizling Italico,White
Rizling Vlašský,White
Talianska Graseviana,White
Talijanski Rizling,White
Vlasak,White
Italian Riesling,White
Ryzlink vlašský,White
Würzer,White
Xarel·lo,White
Xarello,White
Cartoixa,White
Cartuja,White
Cartuxa,White
Moll,White
Pansa,White
Pansa Blanca,White
Pansal,White
Pansalat,White
Pansalet,White
Pansar,White
Pensal,White
Prensa Branco,White
Vinate,White
Vinyater,White
Xarell-Lo,White
Xarello and Xarelo Blanco,White
Xynisteri,White
Zala Gyöngye,White
Zalema,White
Ignobilis,White
Rebazo,White
Salemo,White
Salerno,White
Zalemo,White
and Zalemo Rebazo,White
Zefir,White
Zenit,White
Zengő,White
Zen,White
Zéta,White
Orémus,White
Zeusz,White
Zeus,White
Zierfandler,White
Spätrot,White
Cilifai,White
Cilifan,White
Cirfandli,White
Cirifai,White
Cirifai Piros,White
Cirifan,White
Gumpoldskirchener,White
Gumpoldskirchener Spätrot,White
Gumpoldskirchener Spätroth,White
Kesoei Piros,White
Kirmizi Zierfahndler,White
Nemes Cirfandli,White
Piros Cirfandli,White
Piroscirfandli,White
Raifler,White
Reifler Rot,White
Roter Raifler,White
Roter Reifler,White
Roter Zierfandler,White
Roth Hensch,White
Rother Raifler,White
Rother Zierfahndler,White
Rothhinschen,White
Rothreifler,White
Rotreifler,White
Rubiner,White
Spätrot,White
Zerjavina and Zierfandler Rot,White
Žilavka,White
Mostarska,White
Mostarska Žilavka,White
Zhelavka Biella,White
Žilava Hercegovačka,White
Zilavka,White
Žilavka Bijela,White
and Žilavka Mostarska,White
Žlahtina,White
Agdam Gyzyl Uzumu,Rose
Agdam gyzyl izyum,Rose
Agdam gyzyl uzumu,Rose
Agdam qizil uezuemue,Rose
Agdam's gyzyl uzumu,Rose
Chardonnay Rose,Rose
Barbera Rose,Rose
Chablais Blanc,Rose
Chablais Rose,Rose
Chablis Blanc,Rose
Chablis Rose,Rose
Pink Chablis,Rose
Rielsing Rose,Rose
